day_month,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
2024-12-10,12.339062,11.405,12.265625,13.03625,11.075,12.350625,12.2225,13.27375,11.149531,,13.09125,12.02,11.770625,12.095625,12.683125,12.00375,11.63875,12.50125,11.868125,12.545625,12.565625,12.979375,11.9175,12.369375,12.44375,12.586875,12.78625,11.716875,11.789375,13.42875,13.309375,12.519375,13.7275,13.210625,12.420625,13.505,13.5025,12.590625,10.02625,11.514375,11.84,11.21125,12.873125,11.56375,11.239375,10.046875,11.144375
2024-12-11,12.1275,11.145312,12.027812,12.8425,10.815312,12.116875,11.97125,13.141562,10.886875,,12.87875,11.75375,11.609375,11.8875,12.39,11.809375,11.45375,12.32625,11.61125,12.321875,12.418125,12.776875,11.62125,12.238125,12.351875,12.44375,12.49375,11.39125,11.535,13.25125,13.193125,12.37875,13.56875,13.065625,12.24125,13.285,13.3725,12.205,9.679375,11.30875,11.556875,10.913125,12.689375,11.370625,10.855625,9.868125,10.97125
2024-12-12,11.860625,10.885625,11.79,12.71625,10.555625,11.911562,11.765625,13.009375,10.70625,,12.71375,11.495,11.33125,11.736875,12.078125,11.5675,11.315,12.03,11.3675,12.1625,12.253125,12.56125,11.3125,12.048125,12.191875,12.19875,12.113125,11.180625,11.27125,13.105,13.08,12.19125,13.393125,12.975,12.03375,13.10625,13.263125,11.871875,9.42125,11.0225,11.26,10.638125,12.4975,11.126875,10.5075,9.77125,10.80125
2024-12-13,11.59375,10.47875,11.530938,12.59,10.221875,11.70625,11.56,12.872187,10.525625,,12.515,11.190625,11.09,11.5775,11.82875,11.313125,11.10375,11.915,11.04,12.03625,12.0625,12.363125,11.076875,11.7275,12.0275,11.900625,11.75875,10.988125,11.065625,12.94375,12.978125,11.918125,13.20625,12.703125,11.85625,12.984375,13.129375,11.621875,9.18875,10.665625,10.9625,10.434375,12.2375,10.966875,10.29375,9.6275,10.624375
2024-12-14,11.39875,10.071875,11.271875,12.31125,9.888125,11.448125,11.3825,12.735,10.3675,,12.330625,10.920625,10.850625,11.403125,11.4725,11.053125,11.01,11.735625,10.645,11.81875,11.925,12.183125,10.8075,11.44375,11.83375,11.62125,11.424375,10.735625,10.79375,12.868125,12.853125,11.701875,12.973125,12.5625,11.58875,12.858125,12.903125,11.3875,8.9875,10.413125,10.678125,10.261875,12.020625,10.74875,10.0425,9.46875,10.426875
2024-12-15,11.20375,9.750312,11.043125,12.0325,9.689375,11.19,11.205,12.428125,10.209375,,12.06,10.638125,10.7525,11.150625,11.29125,10.786875,10.8825,11.468125,10.355,11.5525,11.693125,11.888125,10.501875,11.229375,11.65,11.36375,11.0475,10.51125,10.63,12.82875,12.67625,11.453125,12.604375,12.39,11.27625,12.714375,12.70625,11.165,8.758125,10.115,10.374375,10.04375,11.7175,10.523125,9.7475,9.2725,10.293125
2024-12-16,10.985312,9.42875,10.814375,11.721875,9.490625,10.946562,10.995312,12.12125,10.007656,,11.974375,10.25375,10.5175,10.98125,11.044375,10.60625,10.665625,11.21625,10.03625,11.285,11.475625,11.680625,10.278125,11.038125,11.519375,11.091875,10.646875,10.286875,10.32125,12.703125,12.43,11.19875,12.30375,12.239375,10.92375,12.599375,12.565,10.96125,8.538125,9.7775,10.139375,9.84875,11.46625,10.22375,9.54125,9.169375,10.079375
2024-12-17,10.766875,9.125,10.558125,11.41125,9.259375,10.703125,10.785625,11.83875,9.805937,,11.793125,9.834375,10.255625,10.543125,10.81375,10.25125,10.455,10.983125,9.7675,10.90625,11.1825,11.42625,10.004375,10.86375,11.418125,10.861875,10.150625,10.05375,10.028125,12.579375,12.2225,11.0725,11.88875,11.93375,10.666875,12.45,12.34,10.730625,8.3525,9.614375,9.809375,9.70875,11.2075,9.901875,9.31625,9.00125,9.829375
2024-12-18,10.518438,8.82125,10.301875,11.07625,9.028125,10.372812,10.48375,11.55625,9.604219,,11.629375,9.5,10.0225,9.991875,10.528125,10.01125,10.22875,10.763125,9.533125,10.5425,10.883125,11.08125,9.72125,10.6,11.245,10.523125,9.824375,9.81625,9.6925,12.40125,12.026875,10.896875,11.58875,11.735625,10.396875,12.209375,12.166875,10.585625,8.09875,9.475625,9.451875,9.44625,10.94125,9.554375,9.035,8.851875,9.575625
2024-12-19,10.27,8.567188,10.103125,10.74125,8.812188,10.0425,10.181875,11.214062,9.4025,,11.359375,9.239375,9.8225,9.755,10.216875,9.66,10.103125,10.556875,9.315,10.3025,10.5325,10.6425,9.436875,10.389375,10.990625,10.24625,9.5475,9.539375,9.45125,12.23125,11.803125,10.741875,11.30125,11.52875,10.2675,11.964375,11.97375,10.42625,7.935,9.290625,9.199375,9.101875,10.630625,9.273125,8.764375,8.705,9.35875
2024-12-20,10.046875,8.313125,9.904375,10.426875,8.59625,9.837812,9.880938,10.871875,9.287188,,11.115,9.020625,9.654375,9.399375,9.9775,9.225,9.965,10.12,8.97875,10.069375,10.266875,10.3225,9.135625,10.081875,10.74875,10.08125,9.35625,9.211875,9.295,12.02625,11.54875,10.58875,10.98875,11.18125,10.09875,11.725,11.785,10.2325,7.768125,9.051875,8.825625,8.783125,10.3,9.006875,8.48625,8.60625,9.165625
2024-12-21,9.82375,8.06,9.497812,10.1125,8.41875,9.633125,9.58,10.61625,9.171875,,10.89875,8.821875,9.525625,9.17625,9.694375,8.951875,9.769375,9.9175,8.7375,9.81,9.979375,10.085625,8.94,9.88375,10.470625,9.87375,9.173125,8.8675,9.09375,11.861875,11.3375,10.39875,10.645625,10.88625,9.835625,11.484375,11.488125,10.0675,7.656875,8.80125,8.464375,8.555625,9.98625,8.630625,8.283125,8.480625,8.991875
2024-12-22,9.533438,7.806875,9.09125,9.76375,8.24125,9.384375,9.386562,10.360625,9.029688,,10.5325,8.72125,9.33625,8.990625,9.46,8.683125,9.5125,9.66125,8.610625,9.590625,9.633125,9.735,8.766875,9.6575,10.23125,9.68375,9.001875,8.56375,8.916875,11.67875,11.085,10.175,10.503125,10.718125,9.615,11.213125,11.211875,9.89375,7.4425,8.59125,8.095625,8.27375,9.65875,8.365,8.01375,8.304375,8.82
2024-12-23,9.243125,7.503125,8.849687,9.415,8.06,9.135625,9.193125,10.190625,8.8875,,10.14,8.550625,9.146875,8.85875,9.253125,8.38125,9.3025,9.56,8.398125,9.1675,9.335625,9.55875,8.60625,9.500625,9.91625,9.46125,8.815625,8.26875,8.736875,11.49,10.80875,9.97125,10.261875,10.338125,9.294375,10.978125,11.0475,9.74375,7.118125,8.41875,7.71125,8.04375,9.361875,8.099375,7.74625,8.13125,8.655625
2024-12-24,9.000312,7.199375,8.608125,9.161875,7.87875,8.93375,9.009062,10.020625,8.715625,,9.86125,8.353125,8.9575,8.6325,8.935,8.16375,9.04375,9.455625,8.16875,8.818125,9.07,9.34625,8.485625,9.341875,9.66125,9.22875,8.6375,8.03,8.614375,11.36375,10.538125,9.8025,9.911875,10.063125,9.0325,10.724375,10.889375,9.57125,6.96875,8.23,7.35125,7.8125,9.16375,7.864375,7.283125,7.989375,8.42
2024-12-25,8.7575,7.109375,8.415937,8.90875,7.7425,8.731875,8.825,9.78125,8.54375,,9.542344,8.17,8.768125,8.453125,8.691875,7.9725,8.826875,9.299375,7.943125,8.565,8.805625,9.17875,8.329375,9.11375,9.52875,8.939375,8.37875,7.814375,8.466875,11.175,10.35875,9.546875,9.625625,9.66875,8.829375,10.474375,10.61625,9.37375,6.864375,8.045,7.09,7.66125,8.771875,7.654375,7.0225,7.835,8.266875
2024-12-26,8.548125,7.019375,8.22375,8.683438,7.60625,8.54625,8.609688,9.541875,8.314062,,9.223438,7.938125,8.57875,8.305,8.366875,7.789375,8.57375,9.09,7.635625,8.235625,8.604375,8.99625,8.16625,8.921875,9.39625,8.738125,8.11125,7.6225,8.29375,10.968125,10.10125,9.395,9.361875,9.444375,8.68125,10.243125,10.48625,9.113125,6.748125,7.855625,6.85875,7.53,8.348125,7.46625,6.77125,7.733125,8.196875
2024-12-27,8.33875,6.88375,7.975937,8.458125,7.4625,8.360625,8.394375,9.3025,8.084375,,8.904531,7.77625,8.389375,8.13875,8.065,7.663125,8.36375,8.97,7.444375,7.96375,8.339375,8.741875,7.956875,8.704375,9.220625,8.488125,7.9175,7.51,8.103125,10.754375,9.78375,9.231875,8.998125,9.1925,8.52,10.0775,10.419375,8.73375,6.619375,7.670625,6.688125,7.360625,8.094375,7.21625,6.56625,7.56,8.075
2024-12-28,8.172812,6.748125,7.728125,8.265625,7.31875,8.162187,8.229375,9.063125,7.925312,,8.585625,7.685625,8.263125,7.8475,7.775,7.58375,8.28875,8.77,7.19875,7.628125,8.05625,8.50875,7.759375,8.516875,9.011875,8.35,7.773125,7.354375,7.943125,10.561875,9.385625,9.03875,8.63625,8.94625,8.27375,9.913125,10.274375,8.43875,6.473125,7.504375,6.508125,7.245,7.993125,7.075,6.231875,7.416875,7.92875
2024-12-29,8.006875,6.63875,7.500937,8.073125,7.200312,7.96375,8.064375,8.802812,7.76625,,8.5925,7.56625,8.07125,7.63,7.521875,7.424375,8.156875,8.55,7.0775,7.35125,7.8,8.23,7.655,8.35125,8.735625,8.2225,7.686875,7.196875,7.74125,10.349375,9.15,8.69875,8.268125,8.79625,7.979375,9.670625,10.1875,8.220625,6.363125,7.324375,6.354375,7.130625,7.765,6.891875,5.8725,7.258125,7.818125
2024-12-30,7.844062,6.529375,7.27375,7.944375,7.081875,7.854062,7.795625,8.5425,7.654375,,8.29125,7.43,7.905625,7.29875,7.30125,7.2525,8.033125,8.4325,6.909375,7.19125,7.543125,7.973125,7.47625,8.090625,8.41375,8.123125,7.58625,6.998125,7.515,10.17875,9.025625,8.4425,7.983125,8.59375,7.819375,9.459375,10.080625,8.0675,6.161875,7.19,6.16125,6.966875,7.543125,6.689375,5.6675,7.030625,7.7075
2024-12-31,7.68125,6.419688,7.082188,7.815625,6.940312,7.744375,7.526875,8.332188,7.5425,,8.100625,7.268125,7.73625,7.131875,7.0875,7.1475,7.915,8.341875,6.739375,6.98,7.31625,7.82375,7.266875,7.745625,8.14375,7.96375,7.41125,6.813125,7.3375,9.92625,8.775,8.26875,7.76875,8.405625,7.684375,9.263125,9.940625,7.795625,6.03375,7.015625,5.865,6.798125,7.3725,6.524375,5.505,6.85625,7.54875
