day_month,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
2024-10-13,,18.54125,19.20875,19.09875,18.329375,18.34625,17.955312,18.655625,17.654375,18.193125,19.000625,18.344375,18.48625,18.5875,18.57375,18.59,18.35,18.77125,18.35,18.62125,19.185625,18.78375,18.61125,18.15875,18.370625,18.379375,18.9875,19.159375,19.2425,19.03,18.533125,18.8425,19.0725,18.716875,18.989375,19.703125,19.4125,18.911875,18.2275,18.228125,18.329375,18.63625,18.753125,18.28375,18.075625,16.62,17.203125
2024-10-14,,18.500625,19.177188,19.00625,18.334688,18.3125,17.925625,18.541875,17.628125,18.21375,18.9375,18.4075,18.418125,18.525,18.56375,18.5875,18.30875,18.7,18.42625,18.6025,19.125625,18.749375,18.57875,18.120625,18.37625,18.39,18.93875,19.07625,19.23625,19.0825,18.610625,18.750625,19.09125,18.593125,19.010625,19.6425,19.370625,18.910625,18.11625,18.15625,18.330625,18.540625,18.74875,18.313125,18.051875,16.544375,17.174375
2024-10-15,,18.46,19.145625,18.96125,18.34,18.345,17.8575,18.428125,17.606875,18.138125,18.9225,18.450625,18.42,18.4525,18.564375,18.580625,18.28125,18.63,18.41375,18.58375,19.0925,18.809375,18.56625,18.131875,18.355625,18.376875,18.915625,18.90875,19.173125,19.115625,18.508125,18.62875,19.06,18.544375,18.993125,19.588125,19.340625,18.918125,18.084375,18.136875,18.331875,18.5375,18.716875,18.306875,18.00875,16.501875,17.104375
2024-10-16,,18.429688,19.061562,18.91625,18.297812,18.3775,17.789375,18.398437,17.585625,18.1125,18.853125,18.448125,18.44375,18.384375,18.495,18.545625,18.295,18.5525,18.355,18.54,19.1225,18.8725,18.501875,18.075625,18.320625,18.43375,18.898125,18.783125,19.0925,19.13625,18.41875,18.573125,19.041875,18.545625,18.971875,19.600625,19.2875,18.82125,17.983125,18.10625,18.3225,18.41625,18.700625,18.27,17.93,16.521875,17.0525
2024-10-17,,18.399375,18.9775,18.871875,18.255625,18.382188,17.733125,18.36875,17.546875,18.025625,18.824375,18.375,18.456875,18.294375,18.481875,18.49,18.326875,18.424375,18.36625,18.464375,19.09125,18.86875,18.410625,18.125625,18.265,18.454375,18.878125,18.650625,19.04125,19.041875,18.36375,18.55625,19.0175,18.52375,18.895,19.521875,19.195,18.795,17.836875,18.111875,18.23125,18.348125,18.70125,18.2275,17.819375,16.509375,16.95375
2024-10-18,,18.279375,18.934688,18.8275,18.199688,18.386875,17.676875,18.374688,17.508125,17.9725,18.73375,18.260625,18.35375,18.21875,18.41625,18.42125,18.305625,18.385625,18.358125,18.418125,19.030625,18.793125,18.32,18.139375,18.250625,18.52125,18.864375,18.644375,19.0475,19.03375,18.370625,18.5425,18.94875,18.448125,18.855625,19.40875,19.15375,18.7775,17.770625,18.09375,18.17375,18.313125,18.6925,18.175625,17.77,16.50375,16.963125
2024-10-19,,18.159375,18.891875,18.7175,18.14375,18.2775,17.68,18.380625,17.579062,17.9225,18.69375,18.234375,18.355625,18.100625,18.335,18.37125,18.35125,18.305,18.3175,18.35625,18.91375,18.71375,18.275,18.108125,18.254375,18.53375,18.773125,18.62,18.9975,18.9975,18.374375,18.525,18.87625,18.411875,18.903125,19.31625,19.12875,18.745,17.67875,18.08,18.054375,18.300625,18.669375,18.099375,17.718125,16.455,17.008125
2024-10-20,,18.12875,18.8475,18.6075,18.147188,18.168125,17.683125,18.364062,17.65,17.87375,18.765,18.23,18.319375,18.04625,18.295,18.319375,18.31125,18.205,18.20875,18.243125,18.82625,18.679375,18.194375,18.034375,18.2675,18.56,18.67375,18.55375,18.93625,18.8975,18.33375,18.49625,18.895625,18.36375,18.86875,19.244375,19.06125,18.769375,17.636875,18.0725,17.925,18.254375,18.658125,18.035,17.6525,16.394375,17.0325
2024-10-21,,18.098125,18.803125,18.518437,18.150625,18.071562,17.7075,18.3475,17.490938,17.88375,18.704375,18.1625,18.196875,18.01375,18.283125,18.2275,18.23625,18.18625,18.06,18.173125,18.8075,18.635,18.125,17.885,18.27375,18.475,18.608125,18.50375,18.87125,18.83125,18.296875,18.476875,18.935,18.319375,18.843125,19.13,19.05125,18.69375,17.523125,18.076875,17.798125,18.164375,18.678125,18.018125,17.693125,16.356875,17.061875
2024-10-22,,18.0475,18.773125,18.429375,18.041875,17.975,17.731875,18.32125,17.331875,17.863125,18.655625,18.12875,18.074375,17.868125,18.238125,18.1,18.19375,18.143125,17.915625,18.094375,18.809375,18.534375,18.1,17.829375,18.313125,18.3875,18.585625,18.380625,18.8225,18.79625,18.298125,18.40625,18.879375,18.196875,18.756875,19.056875,19.080625,18.635625,17.445625,18.03625,17.778125,18.14625,18.64625,17.936875,17.584375,16.363125,17.041875
2024-10-23,,17.996875,18.743125,18.37,17.933125,17.957812,17.744375,18.295,17.309062,17.76625,18.63125,18.057812,17.951875,17.788125,18.209375,18.07375,18.110625,18.04375,17.8375,18.074375,18.766875,18.443125,18.058125,17.83125,18.2775,18.375625,18.585625,18.380625,18.765625,18.76375,18.3025,18.326875,18.834375,18.1175,18.660625,19.010625,19.074375,18.55875,17.34375,18.04375,17.711875,18.14125,18.550625,17.920625,17.5225,16.354375,16.925625
2024-10-24,,17.900937,18.715938,18.310625,17.880625,17.940625,17.756875,18.259688,17.28625,17.694375,18.578125,17.986875,17.93625,17.76875,18.1575,17.98125,18.095,17.9725,17.753125,18.055,18.70875,18.380625,18.0175,17.805625,18.168125,18.32875,18.571875,18.433125,18.734375,18.750625,18.331875,18.283125,18.79,18.02375,18.634375,18.945,19.0675,18.475,17.240625,17.9975,17.641875,17.98875,18.529375,17.8225,17.44625,16.3775,16.891875
2024-10-25,18.059375,17.805,18.68875,18.205312,17.828125,17.944688,17.70125,18.224375,17.210312,17.575625,18.47625,18.01625,17.88625,17.6625,18.075625,17.93875,18.099375,17.884375,17.68,17.97625,18.659375,18.305,17.9775,17.7225,18.05625,18.336875,18.46375,18.411875,18.6475,18.648125,18.33125,18.2025,18.691875,17.978125,18.610625,18.851875,19.0075,18.396875,17.205,18.00375,17.62,17.92,18.51,17.660625,17.465,16.36625,16.8125
2024-10-26,17.9775,17.767812,18.660312,18.1,17.777188,17.94875,17.645625,18.178438,17.134375,17.55125,18.491875,17.986875,17.827812,17.56625,17.991875,17.861875,18.110625,17.811875,17.63125,17.931875,18.6675,18.193125,17.94625,17.729375,18.0125,18.36625,18.434375,18.425,18.56375,18.574375,18.33,18.0425,18.605,17.946875,18.548125,18.83,18.985,18.28875,17.15,17.981875,17.620625,17.8325,18.486875,17.586875,17.400625,16.38625,16.801875
2024-10-27,17.84,17.730625,18.631875,18.015312,17.72625,17.885625,17.659062,18.1325,17.063125,17.474375,18.428125,17.8175,17.769375,17.53,17.9325,17.814375,18.0625,17.75375,17.62,17.859375,18.669375,18.109375,17.905625,17.600625,17.95875,18.33,18.3875,18.393125,18.491875,18.463125,18.345,17.950625,18.54125,17.935,18.475,18.786875,18.940625,18.199375,17.08625,17.94125,17.571875,17.7625,18.434375,17.5725,17.31,16.3375,16.740625
2024-10-28,17.813125,17.643125,18.556875,17.930625,17.680625,17.8225,17.6725,18.0625,16.991875,17.46875,18.365625,17.6275,17.710938,17.420625,17.81875,17.834375,18.075625,17.67875,17.626875,17.745,18.613125,18.021875,17.79875,17.539375,17.93625,18.2975,18.334375,18.338125,18.450625,18.42625,18.331875,17.92625,18.480625,17.966875,18.408125,18.763125,18.906875,18.208125,17.033125,17.853125,17.5075,17.6725,18.435625,17.51,17.220625,16.245625,16.671875
2024-10-29,17.695,17.555625,18.481875,17.853438,17.635,17.761875,17.670312,17.9925,16.936562,17.491875,18.26,17.465625,17.6525,17.38875,17.778125,17.866875,18.07875,17.586875,17.614375,17.6425,18.470625,17.91625,17.68625,17.498125,17.925625,18.236875,18.238125,18.295,18.38,18.365,18.315625,17.925625,18.41375,17.958125,18.3125,18.756875,18.848125,18.116875,17.01875,17.72125,17.410625,17.61625,18.400625,17.310625,17.188125,16.158125,16.595
2024-10-30,17.69125,17.495625,18.38125,17.77625,17.579062,17.70125,17.668125,17.918125,16.88125,17.4175,18.19375,17.343125,17.646875,17.344375,17.684375,17.866875,18.0325,17.554375,17.62625,17.55,18.300625,17.79625,17.536875,17.424375,17.904375,18.19625,18.1875,18.245,18.366875,18.293125,18.274375,17.815,18.345625,17.874375,18.251875,18.75125,18.82375,18.035625,16.9725,17.6475,17.345,17.5575,18.395,17.25,17.05,16.070625,16.49875
2024-10-31,17.66125,17.435625,18.280625,17.650937,17.523125,17.692188,17.625938,17.84375,16.832812,17.29375,18.0975,17.28875,17.5725,17.319375,17.634375,17.81375,17.990625,17.45375,17.6125,17.524375,18.18875,17.71625,17.50625,17.3925,17.81875,18.125625,18.086875,18.246875,18.351875,18.218125,18.21125,17.738125,18.293125,17.815625,18.19875,18.679375,18.65875,17.94625,16.964375,17.5975,17.329375,17.505625,18.275625,17.143125,16.879375,15.926875,16.378125
2024-11-01,17.695,17.36875,18.215312,17.525625,17.442188,17.683125,17.58375,17.769375,16.784375,17.15125,18.0475,17.280625,17.520625,17.244375,17.565625,17.778125,17.98375,17.44125,17.55375,17.54125,18.071875,17.619375,17.44875,17.330625,17.720625,18.01375,17.86875,18.24,18.285625,18.083125,18.19625,17.64,18.21375,17.780625,18.18875,18.620625,18.389375,17.860625,16.93125,17.505,17.260625,17.385625,18.059375,17.093125,16.8275,15.863125,16.21625
2024-11-02,17.60375,17.301875,18.15,17.4625,17.36125,17.683438,17.551562,17.695,16.72375,17.191875,17.98875,17.216875,17.448125,17.203125,17.528125,17.734375,17.9625,17.303125,17.48875,17.48125,17.995,17.53375,17.43,17.305625,17.570625,17.96375,17.805,18.219375,18.224375,17.998125,18.11375,17.5625,18.145,17.6725,18.110625,18.501875,18.255625,17.738125,16.875625,17.461875,17.14625,17.25,17.92125,16.9925,16.745625,15.72125,16.073125
2024-11-03,17.6225,17.21875,18.05625,17.399375,17.301562,17.68375,17.519375,17.639375,16.663125,17.180625,17.856875,17.12375,17.33375,17.16375,17.493125,17.6975,17.924375,17.2025,17.460625,17.483125,17.9575,17.41625,17.405,17.188125,17.4325,17.888125,17.743125,18.118125,18.089375,17.89875,18.05875,17.48,18.06875,17.585,18.058125,18.37875,18.23125,17.6875,16.84375,17.36,16.97375,17.0475,17.78,16.9075,16.71625,15.6475,15.985625
2024-11-04,17.51375,17.135625,17.9625,17.3025,17.241875,17.591875,17.44625,17.58375,16.659688,17.13625,17.748125,17.07625,17.24125,17.158125,17.421875,17.648125,17.83,17.13625,17.409375,17.423125,17.915625,17.391875,17.334375,17.09375,17.295625,17.79375,17.6925,17.996875,17.9625,17.80375,18.0275,17.40125,18.06375,17.499375,17.95625,18.3125,18.18625,17.636875,16.670625,17.341875,16.8075,16.846875,17.758125,16.846875,16.63125,15.65625,15.826875
2024-11-05,17.45875,17.073125,17.845,17.205625,17.18875,17.5,17.373125,17.508438,16.65625,17.015625,17.644375,17.0525,17.173125,17.10625,17.3825,17.585,17.755,17.031875,17.364375,17.419375,17.798125,17.385625,17.23,16.998125,17.235625,17.679375,17.59875,17.85125,17.8125,17.660625,17.988125,17.348125,18.00875,17.504375,17.82625,18.234375,18.129375,17.569375,16.544375,17.204375,16.698125,16.729375,17.764375,16.746875,16.528125,15.703125,15.809375
2024-11-06,17.34625,17.010625,17.7275,17.153125,17.135625,17.365312,17.33875,17.433125,16.560313,16.97375,17.5725,17.026875,17.165,17.03,17.270625,17.53125,17.755,16.985625,17.23875,17.408125,17.665,17.314375,17.190625,16.93875,17.141875,17.574375,17.468125,17.76375,17.688125,17.4925,17.87,17.233125,17.975,17.454375,17.730625,18.195625,18.024375,17.4725,16.4425,17.000625,16.619375,16.658125,17.665,16.6775,16.453125,15.7075,15.73875
2024-11-07,17.3275,16.929062,17.66875,17.100625,17.081562,17.230625,17.304375,17.3325,16.464375,16.80875,17.508125,16.945,17.113125,17.021875,17.22,17.42625,17.699375,17.01125,17.129375,17.309375,17.578125,17.268125,17.096875,16.818125,17.080625,17.53375,17.3875,17.681875,17.615625,17.4025,17.689375,17.135,17.920625,17.318125,17.628125,18.1825,17.9525,17.3625,16.33375,16.84875,16.61375,16.5725,17.553125,16.544375,16.38,15.751875,15.64875
2024-11-08,17.185625,16.8475,17.61,17.054688,17.0275,17.160312,17.215938,17.231875,16.377187,16.80875,17.42625,16.903125,17.00125,16.935,17.12125,17.314375,17.59375,16.919375,17.0875,17.235,17.50125,17.16125,17.0025,16.763125,16.976875,17.49125,17.45,17.55375,17.571875,17.329375,17.50375,17.088125,17.90125,17.24375,17.52125,18.124375,17.883125,17.28625,16.18375,16.798125,16.588125,16.453125,17.41125,16.474375,16.381875,15.688125,15.55625
2024-11-09,17.123125,16.741562,17.542812,17.00875,16.979687,17.09,17.1275,17.135937,16.29,16.711875,17.366875,16.9125,16.8675,16.928125,16.949375,17.251875,17.4225,16.82125,17.05625,17.170625,17.425625,17.06,16.938125,16.671875,16.82375,17.385625,17.479375,17.47875,17.545625,17.168125,17.40375,17.026875,17.798125,17.159375,17.45375,18.031875,17.740625,17.245,15.999375,16.58375,16.508125,16.22125,17.260625,16.36875,16.254688,15.660625,15.4925
2024-11-10,16.89125,16.635625,17.475625,16.936562,16.931875,17.05625,17.059062,17.04,16.2375,16.63375,17.2925,16.8375,16.790625,16.8675,16.88875,17.188125,17.27875,16.753125,16.99875,17.024375,17.331875,16.995,16.87875,16.569375,16.74625,17.279375,17.394375,17.39875,17.509375,17.035,17.255625,16.971875,17.65125,17.0875,17.3625,17.943125,17.574375,17.256875,15.791875,16.45875,16.3675,16.025,17.170625,16.274375,16.1275,15.624375,15.460625
2024-11-11,16.774375,16.52875,17.41125,16.864375,16.8575,17.0225,16.990625,16.93875,16.185,16.484375,17.215625,16.736875,16.76625,16.7525,16.73625,17.101875,17.179375,16.634375,16.980625,16.941875,17.27,16.91625,16.814375,16.536875,16.615,17.19125,17.3075,17.356875,17.406875,16.90625,17.1525,16.88875,17.6475,16.993125,17.2725,17.831875,17.4325,17.195625,15.60125,16.271875,16.181875,15.824375,17.091875,16.17875,16.09125,15.58625,15.4225
2024-11-12,16.65875,16.421875,17.346875,16.81375,16.783125,16.924687,16.845,16.8375,16.092187,16.421875,17.160625,16.64875,16.48375,16.64125,16.695,17.005,17.085625,16.584375,16.923125,16.829375,17.121875,16.8575,16.73375,16.48,16.495,17.11375,17.185,17.34,17.293125,16.820625,17.09,16.783125,17.61,16.8475,17.19625,17.716875,17.2425,17.15375,15.43875,16.075,16.071875,15.725625,17.069375,16.105625,16.015625,15.47125,15.3
2024-11-13,16.580625,16.307187,17.243125,16.763125,16.623125,16.826875,16.699375,16.741875,15.999375,16.34125,17.079375,16.625625,16.4825,16.60625,16.6875,16.951875,16.975,16.523125,16.819375,16.745625,16.9925,16.819375,16.656875,16.4975,16.354375,17.02625,17.0775,17.27125,17.161875,16.62375,17.003125,16.704375,17.5825,16.7,17.03875,17.630625,17.14125,17.10625,15.15375,15.933125,15.965,15.639375,17.081875,15.996875,16.01,15.38625,15.11875
2024-11-14,16.464375,16.1925,17.139375,16.69375,16.463125,16.733125,16.62,16.64625,15.844375,16.199375,16.996875,16.529375,16.315,16.466875,16.66125,16.850625,16.899375,16.41625,16.694375,16.641875,16.94125,16.690625,16.5,16.40875,16.24,16.9125,16.96,17.171875,16.998125,16.49625,16.883125,16.5925,17.515,16.525625,16.934375,17.52125,17.044375,16.989375,14.934375,15.840625,15.725,15.53375,17.03125,15.8725,15.883125,15.41,14.994375
2024-11-15,16.30375,16.093125,16.982812,16.624375,16.36,16.639375,16.540625,16.561875,15.689375,16.05375,16.886875,16.405625,16.24375,16.3925,16.570625,16.7475,16.765625,16.30875,16.60875,16.451875,16.858125,16.513125,16.40375,16.30125,16.069375,16.758125,16.810625,17.128125,16.916875,16.371875,16.7925,16.505625,17.39875,16.42375,16.86,17.425,16.84875,16.880625,14.755,15.768125,15.660625,15.474375,16.910625,15.7675,15.806875,15.264375,14.910625
2024-11-16,16.192188,15.99375,16.82625,16.530312,16.256875,16.471562,16.496562,16.4775,15.581562,15.974375,16.8175,16.24125,16.151875,16.23625,16.523125,16.595625,16.561875,16.144375,16.518125,16.38125,16.80125,16.349375,16.26125,16.155625,15.908125,16.50875,16.72125,16.9975,16.83375,16.23125,16.74625,16.384375,17.34625,16.275625,16.726875,17.229375,16.671875,16.74875,14.5375,15.64,15.505,15.406875,16.8175,15.5975,15.7175,15.1125,14.715625
2024-11-17,16.080625,15.860625,16.69625,16.43625,16.161875,16.30375,16.4525,16.399375,15.47375,16.003125,16.51875,16.15875,16.05875,16.13875,16.378125,16.429375,16.40625,16.050625,16.3575,16.276875,16.68875,16.273125,16.088125,16.049375,15.768125,16.33625,16.565,16.874375,16.7175,16.0675,16.598125,16.210625,17.295,16.073125,16.62125,17.100625,16.58625,16.601875,14.38125,15.450625,15.365,15.318125,16.77625,15.4575,15.646875,14.963125,14.573125
2024-11-18,15.952812,15.7275,16.56625,16.343438,16.066875,16.2,16.299219,16.32125,15.34375,15.963125,16.435,16.05,15.8875,16.006875,16.253125,16.305,16.149375,16.000625,16.215625,16.13625,16.59375,16.115,15.95375,15.969375,15.64625,16.240625,16.406875,16.7975,16.618125,16.015,16.406875,16.0975,17.19625,15.94,16.50125,17.059375,16.5125,16.5025,14.185,15.289375,15.169375,15.1325,16.63625,15.353125,15.508125,14.870625,14.465
2024-11-19,15.825,15.5725,16.3825,16.250625,15.90625,16.09625,16.145937,16.21625,15.21375,15.89,16.344375,15.896875,15.751875,15.84,16.095625,16.203125,15.983125,15.88375,16.075,15.970625,16.414375,16.06,15.901875,15.840625,15.51,16.14375,16.263125,16.64875,16.446875,15.861875,16.3125,15.94,17.073125,15.779375,16.331875,17.015625,16.393125,16.454375,14.03875,15.18,15.12375,14.976875,16.4875,15.18125,15.404375,14.720625,14.39625
2024-11-20,15.649375,15.4175,16.19875,16.179062,15.745625,15.953438,15.992656,16.11125,15.0325,15.805625,16.1425,15.774375,15.63375,15.6325,15.929375,16.1125,15.739375,15.703125,15.94375,15.82375,16.296875,15.975625,15.84125,15.730625,15.40125,16.006875,16.160625,16.5,16.31875,15.72375,16.198125,15.738125,17.01,15.5875,16.156875,16.91125,16.288125,16.34375,13.82125,15.025,15.01875,14.808125,16.385,14.985,15.3175,14.52625,14.2975
2024-11-21,15.47375,15.242812,16.065625,16.1075,15.571562,15.810625,15.839375,16.048437,14.85125,15.694375,16.076875,15.65125,15.438125,15.396875,15.828125,16.004375,15.62,15.530625,15.67625,15.676875,16.21875,15.881875,15.658125,15.6375,15.19,15.92,15.954375,16.290625,16.1025,15.62375,16.115,15.628125,16.92375,15.50875,16.01125,16.825625,16.198125,16.231875,13.77375,14.733125,14.89625,14.675,16.22125,14.805,15.19875,14.394375,14.114375
2024-11-22,15.323125,15.068125,15.9325,15.947187,15.3975,15.715625,15.684062,15.985625,14.656875,15.54625,15.936875,15.494375,15.229375,15.231875,15.726875,15.8,15.441875,15.439375,15.496875,15.500625,16.113125,15.845,15.526875,15.511875,14.96,15.7475,15.79625,16.139375,15.9325,15.541875,15.98125,15.513125,16.800625,15.4025,15.840625,16.66375,16.1025,16.191875,13.663125,14.51,14.770625,14.525625,16.04875,14.66875,15.038125,14.189375,14.07625
2024-11-23,15.1725,14.941875,15.745312,15.786875,15.197187,15.620625,15.52875,15.86875,14.4625,15.50375,15.790625,15.374375,15.02875,15.059375,15.613125,15.65625,15.280625,15.353125,15.338125,15.261875,16.02625,15.79875,15.43125,15.343125,14.74,15.59125,15.70375,15.930625,15.81875,15.44,15.800625,15.405625,16.705625,15.264375,15.6525,16.51375,15.976875,16.09625,13.57,14.336875,14.71875,14.376875,15.865,14.565,14.87125,13.95125,13.9825
2024-11-24,15.053125,14.815625,15.558125,15.649375,14.996875,15.414062,15.411875,15.751875,14.281562,15.31625,15.678125,15.325,14.87125,14.93,15.493125,15.488125,15.141875,15.225,15.076875,15.085,15.904375,15.73125,15.286875,15.186875,14.5825,15.504375,15.590625,15.71625,15.68875,15.313125,15.66125,15.225,16.56875,15.19625,15.530625,16.405625,15.82875,15.878125,13.43875,14.19375,14.645625,14.265,15.72875,14.395,14.73,13.87125,13.75
2024-11-25,14.93375,14.608438,15.398125,15.511875,14.789688,15.2075,15.295,15.616562,14.100625,15.138125,15.55,15.221875,14.73625,14.735625,15.37625,15.361875,15.013125,15.080625,14.83875,14.965625,15.823125,15.58,15.111875,15.11,14.476875,15.400625,15.451875,15.574375,15.5325,15.2525,15.56125,15.121875,16.415,15.129375,15.31625,16.326875,15.755,15.77875,13.299375,14.084375,14.488125,14.11125,15.5075,14.25875,14.583125,13.798125,13.590625
2024-11-26,14.703125,14.40125,15.238125,15.431562,14.5825,15.046562,15.237188,15.48125,13.956562,14.943125,15.41875,15.045,14.5425,14.565,15.114375,15.18875,14.8575,14.994375,14.605,14.8,15.68375,15.37875,14.910625,14.93,14.39125,15.2475,15.24875,15.33625,15.215,15.090625,15.445625,14.9925,16.345625,14.9625,15.000625,16.204375,15.589375,15.5825,13.191875,14.00375,14.381875,13.959375,15.28,14.09375,14.421875,13.6875,13.44125
2024-11-27,14.4725,14.292187,15.019062,15.35125,14.36375,14.885625,15.179375,15.364375,13.8125,14.743125,15.269375,14.86875,14.323125,14.436875,15.015,15.02875,14.614375,14.736875,14.428125,14.656875,15.538125,15.14375,14.720625,14.79625,14.24,15.090625,14.99875,15.124375,14.955,14.905625,15.33125,14.88375,16.225,14.77875,14.768125,16.09875,15.421875,15.39125,13.05,13.873125,14.23375,13.873125,15.05125,13.963125,14.253125,13.51625,13.35375
2024-11-28,14.350312,14.183125,14.8,15.219688,14.145,14.751875,14.999062,15.2475,13.631875,14.554375,15.160625,14.68875,14.131875,14.36625,14.87375,14.848125,14.37625,14.4825,14.313125,14.39875,15.304375,15.045625,14.57,14.658125,14.060625,14.960625,14.764375,14.96125,14.755,14.850625,15.21625,14.7125,16.1025,14.6575,14.599375,15.8675,15.295625,15.186875,12.89625,13.74375,14.1,13.74125,14.901875,13.8475,14.05,13.33,13.25125
2024-11-29,14.228125,13.9775,14.588438,15.088125,13.877188,14.618125,14.81875,15.071875,13.45125,14.35125,14.999375,14.43125,13.930625,14.193125,14.654375,14.698125,14.1675,14.316875,14.1225,14.155,15.171875,14.8775,14.381875,14.55375,13.8975,14.83625,14.565,14.803125,14.586875,14.786875,15.05375,14.5725,15.936875,14.489375,14.3675,15.77875,15.128125,15.025625,12.709375,13.57875,13.959375,13.59375,14.811875,13.720625,13.816875,13.08375,13.16875
2024-11-30,14.064062,13.771875,14.376875,14.938125,13.609375,14.439687,14.60875,14.89625,13.290625,14.144375,14.813125,14.318125,13.78625,14.003125,14.46875,14.539375,13.969375,14.1775,13.96625,13.99375,14.994375,14.664375,14.205,14.390625,13.786875,14.700625,14.385625,14.63875,14.4075,14.66375,14.939375,14.40625,15.778125,14.3925,14.249375,15.52875,14.951875,14.931875,12.544375,13.369375,13.86875,13.449375,14.676875,13.555625,13.619375,12.8,13.021875
2024-12-01,13.9,13.544687,14.210938,14.788125,13.26375,14.26125,14.39875,14.70875,13.13,13.9775,14.678125,14.15,13.52125,13.85625,14.305625,14.314375,13.788125,14.02,13.798125,13.9025,14.780625,14.533125,13.873438,14.238125,13.62625,14.5075,14.18375,14.465625,14.10875,14.4925,14.758125,14.24125,15.56875,14.286875,14.13625,15.32,14.789375,14.69625,12.326875,13.246875,13.755625,13.3075,14.5325,13.410625,13.42625,12.45875,12.844375
2024-12-02,13.843438,13.3175,14.045,14.624062,12.918125,14.051562,14.091562,14.52125,12.943437,13.76125,14.46125,13.861875,13.236875,13.643125,14.125625,14.043125,13.603125,13.801875,13.66,13.75875,14.39125,14.41875,13.541875,14.085,13.525,14.28,14.004375,14.20625,13.894375,14.4,14.6025,14.046875,15.410625,14.23375,13.956875,15.0675,14.640625,14.426875,11.980625,13.0675,13.570625,13.0775,14.341875,13.08875,13.211875,12.17625,12.664375
2024-12-03,13.786875,13.079687,13.835312,14.46,12.67,13.841875,13.784375,14.340625,12.756875,,14.298125,13.713125,12.95125,13.44875,13.953125,13.916875,13.369375,13.571875,13.504375,13.59,14.143125,14.17,13.496875,13.944375,13.459375,14.100625,13.85625,13.955625,13.623125,14.276875,14.48625,13.850625,15.23,14.188125,13.72,14.910625,14.5375,14.21625,11.69375,12.939375,13.384375,12.8275,14.211875,12.840625,12.990625,11.785,12.489375
2024-12-04,13.624688,12.841875,13.625625,14.240938,12.421875,13.643125,13.648125,14.16,12.540937,,14.090625,13.53625,12.805,13.225625,13.7875,13.64125,13.060625,13.46625,13.204375,13.474375,13.981875,13.941875,13.29625,13.73875,13.36875,13.955625,13.711875,13.645625,13.378125,14.1625,14.32625,13.646875,15.091875,14.069375,13.5225,14.8075,14.425625,14.03,11.5175,12.785625,13.20875,12.63,14.006875,12.676875,12.826875,11.540625,12.290625
2024-12-05,13.4625,12.726875,13.406875,14.021875,12.1475,13.444375,13.511875,14.062188,12.325,,13.904375,13.31375,12.58125,13.0125,13.61125,13.394375,12.745625,13.3025,12.961875,13.309375,13.733125,13.779375,13.06875,13.511875,13.225,13.70125,13.558125,13.28125,13.08125,14.0175,14.225,13.445,14.9425,13.940625,13.321875,14.605,14.31875,13.864375,11.3825,12.560625,12.98125,12.364375,13.846875,12.42875,12.650625,11.26625,12.125
2024-12-06,13.26125,12.611875,13.188125,13.845625,11.873125,13.21125,13.194062,13.964375,12.13125,,13.79125,12.993125,12.373125,12.88125,13.4625,12.98125,12.48375,13.119375,12.76125,13.119375,13.500625,13.616875,12.844375,13.345625,13.051875,13.394375,13.4325,13.05625,12.87,13.894375,14.10625,13.300625,14.6475,13.805,13.13,14.379375,14.138125,13.68,11.21375,12.3275,12.815625,12.166875,13.581875,12.221875,12.4675,11.005,11.9675
2024-12-07,13.06,12.21625,12.946875,13.669375,11.615625,12.978125,12.87625,13.766562,11.9375,,13.62875,12.75375,12.27,12.69625,13.194375,12.704375,12.26125,12.958125,12.534375,12.968125,13.254375,13.423125,12.630625,13.18,12.911875,13.138125,13.290625,12.755,12.645625,13.795625,13.908125,13.071875,14.35625,13.698125,12.930625,14.273125,14.040625,13.45125,10.9875,12.13375,12.69625,11.956875,13.309375,12.03125,12.223125,10.77375,11.7425
2024-12-08,12.805312,11.820625,12.705625,13.449688,11.358125,12.78125,12.675,13.56875,11.674844,,13.421875,12.523125,12.103125,12.48875,13.063125,12.458125,12.031875,12.8,12.304375,12.830625,13.069375,13.274375,12.448125,12.86875,12.754375,12.879375,13.120625,12.426875,12.335625,13.623125,13.630625,12.878125,14.116875,13.519375,12.803125,13.985,13.873125,13.246875,10.756875,11.976875,12.411875,11.720625,13.1675,11.963125,12.023125,10.5425,11.529375
2024-12-09,12.550625,11.612812,12.485625,13.23,11.216562,12.584375,12.47375,13.42125,11.412188,,13.28125,12.30125,11.9425,12.284375,12.899375,12.213125,11.835,12.664375,12.08125,12.6925,12.7575,13.1325,12.1925,12.58125,12.63625,12.736875,12.903125,12.09125,12.11,13.54625,13.355,12.663125,13.825,13.341875,12.605625,13.673125,13.67875,13.028125,10.446875,11.726875,12.116875,11.48625,13.038125,11.795,11.589375,10.2825,11.3575
