day_month,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
2024-10-11,,8.4675,9.265625,9.003125,9.4925,9.246875,8.47375,8.525,9.415312,8.98625,8.9825,8.5025,7.86625,8.2875,9.268125,8.713125,8.510625,6.953125,9.10375,8.0525,8.365,8.49125,8.32,8.221875,8.0775,7.328125,7.756875,6.765625,6.976875,5.52375,6.9825,6.795625,7.075625,6.10125,5.368125,7.2775,6.86375,6.665,5.86,6.5775,5.749375,5.425625,5.273125,6.65375,6.33375,6.125625,5.52625,
2024-10-12,,8.544687,9.33875,9.073125,9.573125,9.33625,8.555625,8.58375,9.576875,9.028125,9.078125,8.675,8.015625,8.52625,9.298125,8.881875,8.59,7.2125,9.1625,8.184375,8.415625,8.570625,8.501875,8.236875,8.155,7.52375,7.953125,6.879375,7.19375,5.50625,7.130625,6.853125,7.064375,6.284375,5.440625,7.389375,7.040625,6.704375,5.950625,6.739375,5.82625,5.463125,5.355625,6.80625,6.4875,6.14625,5.59875,
2024-10-13,,8.621875,9.411875,9.154062,9.65375,9.390938,8.572812,8.6425,9.512812,9.173125,9.175625,8.819375,8.243125,8.72,9.39125,8.999375,8.62125,7.51625,9.255,8.319375,8.439375,8.639375,8.545625,8.265625,8.228125,7.688125,8.051875,7.005,7.49875,5.625,7.336875,6.919375,7.153125,6.335,5.5225,7.48125,7.160625,6.86875,6.02375,6.76875,5.963125,5.5025,5.459375,6.8125,6.5875,6.13375,5.658125,
2024-10-14,,8.729375,9.45125,9.235,9.7225,9.445625,8.59,8.70375,9.44875,9.266875,9.31,8.828125,8.51,8.885625,9.439375,8.9875,8.70625,7.8275,9.2325,8.42625,8.50875,8.784375,8.6225,8.3275,8.3025,7.87,8.060625,7.2525,7.744375,5.75875,7.52375,7.0225,7.2525,6.445625,5.765625,7.601875,7.23875,6.99625,6.134375,6.828125,6.120625,5.578125,5.5175,6.846875,6.709375,6.238125,5.74625,
2024-10-15,,8.836875,9.490625,9.2675,9.79125,9.50375,8.604375,8.765,9.550312,9.16875,9.358125,8.934375,8.78875,9.01125,9.45875,8.97375,8.82625,8.083125,9.256875,8.448125,8.54625,8.9,8.63625,8.363125,8.405625,8.03625,8.103125,7.329375,7.863125,5.93125,7.7225,7.115625,7.42125,6.54375,6.090625,7.67625,7.286875,7.19125,6.243125,6.91875,6.35625,5.633125,5.538125,6.959375,6.795625,6.408125,5.88625,
2024-10-16,,9.0925,9.49,9.3,9.842812,9.561875,8.61875,8.800938,9.651875,9.155,9.43125,9.0475,8.86375,9.073125,9.496875,8.9925,8.985625,8.349375,9.315625,8.544375,8.689375,8.920625,8.716875,8.430625,8.38875,8.131875,8.1725,7.385,8.048125,5.984375,7.90875,7.210625,7.605625,6.605625,6.3375,7.846875,7.444375,7.505625,6.281875,7.0575,6.330625,5.731875,5.50125,7.10875,6.92,6.624375,6.015,
2024-10-17,,9.348125,9.489375,9.359688,9.894375,9.634375,8.62625,8.836875,9.817812,9.168125,9.3925,9.170625,8.951875,9.108125,9.516875,9.01625,9.018125,8.461875,9.36625,8.698125,8.749375,8.983125,8.804375,8.4925,8.441875,8.213125,8.2825,7.511875,8.105625,6.1125,7.993125,7.348125,7.649375,6.67625,6.479375,7.96875,7.603125,7.693125,6.335,7.170625,6.351875,5.87375,5.55125,7.301875,7.035625,6.890625,6.233125,
2024-10-18,,9.414062,9.557812,9.419375,9.914375,9.706875,8.63375,8.856875,9.98375,9.243125,9.43375,9.34125,9.08625,9.156875,9.534375,9.07875,9.100625,8.650625,9.395625,8.75875,8.848125,9.048125,8.85375,8.6075,8.534375,8.424375,8.334375,7.64375,8.1825,6.26125,8.056875,7.43125,7.74875,6.78,6.6225,8.050625,7.81875,7.844375,6.44625,7.37875,6.49125,6.03125,5.6,7.48125,7.19875,7.16,6.43375,
2024-10-19,,9.48,9.62625,9.385,9.934375,9.780312,8.752812,8.876875,10.077188,9.26125,9.51625,9.434375,9.273125,9.1975,9.551875,9.13375,9.164375,8.78875,9.420625,8.77875,8.859375,9.165,8.913125,8.701875,8.6375,8.648125,8.363125,7.838125,8.29375,6.504375,8.2425,7.49625,7.825625,6.835,6.859375,8.133125,8.025625,7.87375,6.63125,7.498125,6.63125,6.12375,5.683125,7.70375,7.34625,7.433125,6.545625,
2024-10-20,,9.5,9.671562,9.350625,9.967188,9.85375,8.871875,8.964688,10.170625,9.338125,9.541875,9.570625,9.444375,9.28375,9.57,9.189375,9.309375,8.83625,9.4375,8.859375,8.93625,9.27,8.943125,8.7325,8.75,8.730625,8.386875,8.1725,8.41375,6.77375,8.343125,7.665625,7.86625,7.0475,7.081875,8.200625,8.13,7.876875,6.771875,7.618125,6.7475,6.210625,5.724375,7.811875,7.35125,7.528125,6.66375,
2024-10-21,,9.52,9.716875,9.408437,10,9.9425,8.991562,9.0525,10.103437,9.44,9.59375,9.6325,9.510833,9.31625,9.62,9.30625,9.475625,8.97375,9.5,9.020625,9.054375,9.37375,8.96875,8.698125,8.8675,8.854375,8.48125,8.456875,8.461875,7.030625,8.555,7.810625,7.955625,7.20625,7.21125,8.271875,8.21125,7.93625,6.91375,7.715,6.865,6.35375,5.764375,7.986875,7.431875,7.573125,6.775625,
2024-10-22,,9.649687,9.738125,9.46625,10.0975,10.03125,9.11125,9.084062,10.03625,9.528125,9.6475,9.711875,9.577292,9.364375,9.76,9.433125,9.5625,9.134375,9.51375,9.1075,9.14625,9.444375,9.040625,8.686875,8.999375,8.94375,8.5625,8.623125,8.55625,7.19125,8.701875,7.924375,8.049375,7.45375,7.413125,8.420625,8.289375,8.115625,6.983125,7.7975,7.013125,6.495,5.8575,8.08125,7.598125,7.6825,6.9625,
2024-10-23,,9.779375,9.759375,9.506875,10.195,10.091875,9.185312,9.115625,10.047812,9.585625,9.694375,9.788125,9.64375,9.42375,9.8575,9.5375,9.6925,9.218125,9.6025,9.143125,9.299375,9.53125,9.11875,8.763125,9.043125,9.05125,8.690625,8.684375,8.625625,7.405625,8.754375,8.1025,8.0225,7.663125,7.525,8.524375,8.389375,8.26375,7.108125,7.80625,7.22125,6.63375,5.935625,8.135,7.78,7.775625,7.284375,
2024-10-24,,9.881562,9.823438,9.5475,10.247812,10.1525,9.259375,9.198125,10.059375,9.580625,9.760625,9.864375,9.67375,9.4425,9.90125,9.59875,9.794375,9.296875,9.638125,9.26875,9.284375,9.646875,9.20625,8.865625,9.06125,9.10375,8.82125,8.786875,8.805625,7.5,8.86125,7.985,8.04125,7.8625,7.61875,8.64125,8.505,8.365625,7.17375,7.851875,7.45,6.794375,6.096875,8.20625,7.849375,7.87375,7.4575,
2024-10-25,10.305,9.98375,9.8875,9.601875,10.300625,10.1325,9.336562,9.280625,10.059687,9.594375,9.873125,9.899375,9.674375,9.48625,9.885625,9.65,9.855,9.3775,9.685,9.3675,9.233125,9.69125,9.29125,8.991875,9.1325,9.111875,8.86875,8.91375,8.925,7.62,8.943125,8.031875,8.126875,8.143125,7.63875,8.74375,8.6875,8.411875,7.208125,7.974375,7.634375,7.050625,6.266875,8.3825,8.0675,8.06125,7.54625,
2024-10-26,10.365625,10.027188,9.963438,9.65625,10.395312,10.1125,9.41375,9.390312,10.06,9.60625,9.930625,9.976875,9.735,9.53125,9.870625,9.694375,9.92375,9.5225,9.685625,9.469375,9.2875,9.7525,9.3525,9.095,9.17125,9.14625,8.910625,9.0075,8.996875,7.8025,9.031875,8.229375,8.200625,8.265,7.68125,8.873125,8.825,8.438125,7.264375,8.1575,7.848125,7.285625,6.403125,8.423125,8.274375,8.25,7.634375,
2024-10-27,10.479375,10.070625,10.039375,9.771562,10.49,10.206875,9.444375,9.5,10.17875,9.63625,9.924375,10.00125,9.795625,9.594375,9.9125,9.80625,10.00125,9.67375,9.655625,9.549375,9.31375,9.78,9.396875,9.215,9.2025,9.16375,8.979375,9.0975,8.994375,8.064375,9.124375,8.42375,8.276875,8.454375,7.726875,8.915,8.93875,8.50375,7.316875,8.264375,8.054375,7.4425,6.500625,8.4925,8.40625,8.429375,7.71125,
2024-10-28,10.52875,10.035,10.109062,9.886875,10.57,10.30125,9.475,9.604062,10.2975,9.779375,9.963125,10.08125,9.85625,9.629375,10.031875,9.85875,10.10125,9.793125,9.650625,9.58875,9.37875,9.831875,9.431875,9.356875,9.256875,9.215625,9.10875,9.201875,9.07125,8.2625,9.220625,8.61375,8.31,8.564375,7.8075,8.9775,9.026875,8.6125,7.348125,8.29,8.02375,7.6825,6.6225,8.588125,8.54625,8.535,7.76375,
2024-10-29,10.535625,9.999375,10.17875,9.935625,10.65,10.343125,9.51125,9.708125,10.344062,9.945,10.08625,10.129375,9.916875,9.698125,10.1525,9.99375,10.17125,9.79875,9.72625,9.660625,9.41125,9.843125,9.43125,9.44125,9.28125,9.2325,9.159375,9.318125,9.119375,8.38125,9.329375,8.749375,8.398125,8.658125,7.92625,9.0725,9.115625,8.6875,7.36375,8.353125,8.124375,7.72375,6.8725,8.659375,8.684375,8.5925,7.85375,
2024-10-30,10.6175,10.082812,10.28375,9.984375,10.6375,10.385,9.5475,9.845,10.390625,10.081875,10.185625,10.1375,10.02625,9.715625,10.235,10.19625,10.21625,9.836875,9.778125,9.775,9.49875,9.9675,9.541875,9.485,9.275,9.265,9.1875,9.35625,9.169375,8.475625,9.411875,8.83125,8.5225,8.70375,8.024375,9.173125,9.24375,8.863125,7.391875,8.41625,8.296875,7.971875,7.16,8.721875,8.786875,8.72875,7.923125,
2024-10-31,10.748125,10.16625,10.38875,10.095938,10.625,10.4875,9.6375,9.981875,10.49,10.165625,10.215,10.174375,10.07875,9.7475,10.304375,10.20125,10.22375,9.903125,9.826875,9.8375,9.594375,10.09875,9.675,9.611875,9.301875,9.375,9.244375,9.400625,9.284375,8.599375,9.465,8.93125,8.655,8.786875,8.163125,9.28625,9.29875,8.998125,7.45375,8.45125,8.4775,8.054375,7.360625,8.809375,8.793125,8.884375,7.994375,
2024-11-01,10.920625,10.300625,10.52,10.2075,10.733125,10.59,9.7275,10.110625,10.589375,10.25125,10.279375,10.27,10.1725,9.81125,10.405,10.26125,10.2675,10.011875,9.83875,9.925625,9.74875,10.199375,9.739375,9.760625,9.43375,9.5275,9.366875,9.5075,9.383125,8.804375,9.579375,9.021875,8.9125,8.979375,8.278125,9.401875,9.405625,9.111875,7.634375,8.5825,8.681875,8.26125,7.651875,8.939375,8.924375,8.9225,8.120625,
2024-11-02,10.96625,10.435,10.65125,10.291562,10.84125,10.66125,9.817188,10.239375,10.631875,10.334375,10.31375,10.271875,10.309375,9.88375,10.356875,10.404375,10.31875,10.094375,9.828125,9.939375,9.848125,10.305625,9.85,9.775,9.518125,9.54125,9.4275,9.56375,9.370625,8.9625,9.520625,9.065,9.0175,9.095625,8.42,9.503125,9.495625,9.133125,7.7525,8.72375,8.855625,8.391875,7.898125,9.02,9.013125,8.99875,8.14875,
2024-11-03,10.92625,10.414688,10.710625,10.375625,10.932188,10.7325,9.906875,10.205625,10.674375,10.406875,10.406875,10.321875,10.38125,9.986875,10.358125,10.56125,10.3675,10.14,9.8025,10.02625,9.9125,10.3125,9.92,9.89875,9.615,9.495,9.57625,9.66125,9.38875,9.05,9.65625,9.099375,9.18375,9.239375,8.529375,9.54625,9.576875,9.204375,7.885625,8.695,9.049375,8.51875,8.121875,9.055,9.111875,9.084375,8.270625,
2024-11-04,10.941875,10.394375,10.77,10.46375,11.023125,10.831875,9.979062,10.171875,10.737188,10.41,10.465625,10.388125,10.32125,10.09375,10.38125,10.67,10.395,10.094375,9.816875,10.090625,9.928125,10.304375,9.861875,10.06375,9.681875,9.521875,9.746875,9.689375,9.4125,9.1775,9.800625,9.140625,9.21125,9.30125,8.6775,9.514375,9.6375,9.28375,8.060625,8.785625,9.1125,8.6475,8.265,9.045,9.221875,9.149375,8.4125,
2024-11-05,11.13375,10.420625,10.825,10.551875,11.081562,10.93125,10.05125,10.271875,10.8,10.44125,10.520625,10.400625,10.35625,10.219375,10.406875,10.76625,10.46125,10.03875,9.849375,10.160625,9.935,10.329375,9.825625,10.209375,9.675625,9.505,9.816875,9.748125,9.42,9.186875,9.8875,9.20125,9.165,9.29125,8.75625,9.55625,9.695,9.351875,8.196875,8.988125,9.146875,8.75875,8.3675,9.155625,9.326875,9.196875,8.678125,
2024-11-06,11.21375,10.446875,10.88,10.66375,11.14,10.921875,10.142812,10.371875,10.882812,10.5275,10.551875,10.438125,10.46,10.318125,10.543125,10.833125,10.495625,10.0975,9.89,10.195625,9.93625,10.37,9.813125,10.17,9.633125,9.53125,9.878125,9.7775,9.463125,9.275625,9.9975,9.339375,9.273125,9.32,8.82375,9.545,9.73625,9.47125,8.334375,9.1925,9.18125,8.846875,8.405,9.31375,9.42,9.3,8.74125,
2024-11-07,11.33625,10.508125,10.8975,10.775625,11.145312,10.9125,10.234375,10.402812,10.965625,10.570625,10.646875,10.4925,10.516875,10.3725,10.6525,10.910625,10.589375,10.125,9.934375,10.27,9.965,10.429375,9.89875,10.265,9.61375,9.636875,9.865625,9.823125,9.4525,9.405,10.075625,9.31,9.42,9.343125,8.868125,9.4725,9.79125,9.589375,8.4425,9.22875,9.2225,8.894375,8.553125,9.44375,9.446875,9.34,8.79125,
2024-11-08,11.39875,10.569375,10.915,10.769375,11.150625,10.964062,10.322812,10.43375,11.0425,10.631875,10.715625,10.523125,10.599375,10.420625,10.686875,10.976875,10.60875,10.1525,9.99875,10.351875,10.065,10.478125,9.97875,10.295625,9.658125,9.704375,9.9275,9.88875,9.495625,9.499375,10.126875,9.34,9.513125,9.336875,8.8925,9.505,9.8125,9.68125,8.56875,9.273125,9.333125,8.99125,8.74625,9.516875,9.47875,9.480625,8.9,
2024-11-09,11.34125,10.595,10.996875,10.763125,11.215312,11.015625,10.41125,10.40375,11.119375,10.72875,10.74875,10.595,10.705625,10.5275,10.686875,11.016875,10.64625,10.259375,10.009375,10.435,10.166875,10.5425,10.00375,10.369375,9.775,9.7425,10.035625,9.930625,9.56125,9.62375,10.19875,9.47375,9.5525,9.344375,8.965625,9.606875,9.783125,9.741875,8.6025,9.395,9.45,9.083125,8.86,9.5475,9.554375,9.579375,9.018125,
2024-11-10,11.31125,10.620625,11.07875,10.797812,11.28,11.107812,10.502187,10.37375,11.189062,10.8525,10.869375,10.635625,10.766875,10.56125,10.734375,11.056875,10.73,10.273125,10.008125,10.48375,10.19,10.60125,9.995625,10.4775,9.86,9.829375,10.1525,9.9625,9.634375,9.703125,10.2175,9.52875,9.624375,9.378125,9.03875,9.6875,9.85125,9.835625,8.75375,9.466875,9.490625,9.129375,8.9025,9.629375,9.63,9.63125,9.156875,
2024-11-11,11.495625,10.756875,11.144062,10.8325,11.324062,11.2,10.593125,10.552812,11.25875,10.9575,10.9875,10.601875,10.7925,10.629375,10.87625,11.1625,10.805625,10.38,10.015,10.515,10.259375,10.691875,10.04625,10.52625,9.959375,9.879375,10.22375,10.0025,9.655625,9.774375,10.228125,9.519375,9.690625,9.50875,9.1475,9.7225,9.876875,9.90125,8.88375,9.495,9.570625,9.203125,8.99,9.684375,9.726875,9.721875,9.225625,
2024-11-12,11.541875,10.893125,11.209375,11.00625,11.368125,11.2875,10.602188,10.731875,11.394688,11.07375,11.1025,10.60125,10.8375,10.6925,10.95375,11.2425,10.87375,10.446875,10.140625,10.535625,10.35125,10.85625,10.123125,10.633125,10.05375,9.933125,10.291875,10.055,9.705,9.824375,10.235625,9.50375,9.674375,9.551875,9.200625,9.765,9.98375,9.9125,8.893125,9.479375,9.666875,9.351875,9.023125,9.781875,9.788125,9.8,9.29375,
2024-11-13,11.625,10.993125,11.27125,11.18,11.48,11.375,10.61125,10.884375,11.530625,11.205625,11.195625,10.680625,10.871875,10.75375,11.09125,11.33875,10.94875,10.41625,10.233125,10.619375,10.439375,10.8825,10.143125,10.7725,10.153125,10.029375,10.31875,10.085,9.72875,9.820625,10.266875,9.559375,9.72625,9.666875,9.21875,9.860625,10.115625,10.0125,8.94625,9.531875,9.714375,9.475,9.089375,9.92,9.876875,9.79875,9.34125,
2024-11-14,11.771875,11.093125,11.333125,11.2275,11.591875,11.454375,10.731562,11.036875,11.65,11.31875,11.354375,10.81875,10.99,10.779375,11.090625,11.425625,10.968125,10.46375,10.24625,10.68875,10.53625,10.940625,10.213125,10.7775,10.234375,10.115,10.375,10.09125,9.819375,9.835,10.300625,9.688125,9.785,9.825625,9.28375,9.905,10.155625,10.074375,8.96375,9.640625,9.823125,9.5475,9.15875,9.97,9.919375,9.888125,9.35625,
2024-11-15,11.81375,11.162812,11.4,11.275,11.690313,11.53375,10.851875,11.0875,11.769375,11.38625,11.45,10.83625,11.0675,10.8275,11.23625,11.465,11.008125,10.62,10.196875,10.680625,10.593125,11.01375,10.250625,10.895625,10.38125,10.205625,10.46,10.101875,9.90375,9.84875,10.344375,9.8825,9.906875,9.90375,9.4125,9.991875,10.21125,10.07625,8.96875,9.62,9.945,9.575,9.163125,10.110625,10.0025,10.025,9.395,
2024-11-16,11.826875,11.2325,11.466875,11.29625,11.78875,11.644062,10.986875,11.138125,11.794062,11.426875,11.511875,10.875,11.155,10.94,11.44875,11.4175,11.0525,10.674375,10.215,10.68125,10.621875,11.05,10.28,10.97125,10.563125,10.2625,10.465,10.15625,9.945,9.8975,10.43875,10.015,9.945,9.95625,9.574375,9.965,10.23875,10.088125,8.95125,9.72375,10.043125,9.624375,9.225625,10.160625,10.008125,10.153125,9.4725,
2024-11-17,11.84,11.231562,11.534688,11.3175,11.81125,11.754375,11.121875,11.166875,11.81875,11.41625,11.488125,10.925625,11.221875,11.01,11.601875,11.3875,11.14875,10.73125,10.365,10.753125,10.661875,11.075,10.34,11.00875,10.708125,10.3375,10.50375,10.205,9.96625,9.993125,10.51,10.113125,9.919375,10.03,9.694375,10.000625,10.29375,10.080625,8.83875,9.781875,10.255,9.72625,9.261875,10.23125,9.966875,10.178125,9.593125,
2024-11-18,11.89125,11.230625,11.6025,11.384062,11.83375,11.785625,11.260469,11.195625,11.833125,11.481875,11.5175,10.943125,11.23375,11.068125,11.729375,11.498125,11.23125,10.84125,10.428125,10.831875,10.694375,11.084375,10.44125,11.05,10.754375,10.3775,10.57625,10.235625,9.98125,10.05625,10.614375,10.19375,9.96625,10.0575,9.8375,10.151875,10.36,10.053125,8.77375,9.785,10.34625,9.816875,9.331875,10.29125,10.013125,10.251875,9.6725,
2024-11-19,11.9425,11.34,11.670938,11.450625,11.805625,11.816875,11.399062,11.297812,11.8475,11.571875,11.618125,11.09375,11.24625,11.094375,11.891875,11.57,11.2825,10.936875,10.52125,10.919375,10.75875,11.115,10.56875,11.095,10.788125,10.41875,10.6475,10.3275,9.96875,10.175,10.705,10.24125,10.010625,10.129375,9.94125,10.294375,10.37625,10.06125,8.808125,9.8425,10.384375,9.91625,9.3725,10.38,10.129375,10.30375,9.720625,
2024-11-20,12.068437,11.449375,11.739375,11.495,11.7775,11.8775,11.537656,11.4,11.8775,11.645625,11.723125,11.39875,11.3175,11.173125,11.95375,11.56625,11.26375,10.920625,10.58375,10.999375,10.8225,11.17125,10.589375,11.155,10.78,10.4325,10.750625,10.42375,9.936875,10.28625,10.78,10.33125,10.050625,10.255625,10.015,10.365625,10.416875,10.07375,8.955,9.964375,10.561875,9.89375,9.511875,10.424375,10.208125,10.35125,9.726875,
2024-11-21,12.194375,11.517187,11.874688,11.539375,11.825937,11.938125,11.67625,11.495,11.9075,11.678125,11.8225,11.55875,11.43875,11.20625,11.98625,11.555,11.3275,10.964375,10.648125,11.06375,10.81625,11.218125,10.73,11.13,10.849375,10.423125,10.85375,10.528125,9.92875,10.368125,10.805625,10.419375,10.084375,10.348125,10.081875,10.495,10.503125,10.161875,9.068125,9.924375,10.70375,10.025,9.68875,10.513125,10.2925,10.323125,9.833125,
2024-11-22,12.321562,11.585,12.01,11.595625,11.874375,12.056875,11.716875,11.59,12.001562,11.73,11.975625,11.6125,11.544375,11.24375,12.030625,11.534375,11.44375,11.058125,10.743125,11.14,10.868125,11.2175,10.843125,11.14375,10.934375,10.504375,10.83875,10.689375,9.945625,10.38875,10.86125,10.57125,10.065625,10.440625,10.148125,10.58875,10.62875,10.29875,9.195625,9.983125,10.791875,10.1175,9.88875,10.585625,10.399375,10.27625,9.893125,
2024-11-23,12.44875,11.664688,12.150625,11.651875,11.96625,12.175625,11.7575,11.639375,12.095625,11.786875,12.07,11.801875,11.533125,11.409375,12.120625,11.674375,11.494375,11.13125,10.79375,11.2125,10.951875,11.23625,11.01,11.121875,11.00625,10.630625,10.88125,10.76375,9.98,10.420625,10.95,10.676875,10.1275,10.6,10.28125,10.68,10.680625,10.42,9.304375,10.115625,10.790625,10.14,10.079375,10.585,10.49875,10.234375,9.96125,
2024-11-24,12.575312,11.744375,12.29125,11.730625,12.058125,12.181875,11.788438,11.68875,12.134688,11.889375,12.1175,11.98875,11.603125,11.57625,12.21875,11.769375,11.585,11.233125,10.86375,11.343125,11.08,11.28125,11.13875,11.07375,11.065,10.66875,10.99875,10.80875,9.971875,10.461875,11.0825,10.78875,10.194375,10.599375,10.4575,10.6375,10.749375,10.55375,9.44875,10.349375,10.831875,10.1975,10.0675,10.6375,10.540625,10.246875,9.938125,
2024-11-25,12.701875,11.813125,12.4275,11.809375,12.132187,12.188125,11.819375,11.73,12.17375,12.04375,12.108125,12.14875,11.635,11.72375,12.33625,11.901875,11.666875,11.4425,11.00375,11.540625,11.165,11.285,11.220625,11.105625,11.160625,10.835625,11.096875,10.98125,10.01,10.495,11.136875,10.858125,10.33,10.641875,10.534375,10.6725,10.873125,10.60625,9.57625,10.50875,10.88125,10.2925,10.055,10.755625,10.546875,10.31375,10.033125,
2024-11-26,12.749062,11.881875,12.56375,11.904688,12.20625,12.28625,11.8825,11.77125,12.224062,12.116875,12.139375,12.22125,11.705,11.784375,12.339375,12.01,11.81375,11.66375,11.106875,11.6925,11.210625,11.385,11.198125,11.120625,11.275625,10.94,11.164375,11.1125,10.125625,10.576875,11.18125,10.94625,10.373125,10.7375,10.57875,10.861875,11.003125,10.79625,9.75375,10.57125,10.9,10.271875,10.035625,10.87875,10.556875,10.37625,10.12375,
2024-11-27,12.79625,11.99375,12.684062,12,12.369688,12.384375,11.945625,11.854688,12.274375,12.188125,12.263125,12.323125,11.8,11.72875,12.37375,12.0375,11.94375,11.82875,11.239375,11.780625,11.2475,11.41875,11.2425,11.175,11.498125,11.00375,11.215,11.154375,10.15375,10.70625,11.179375,11.008125,10.415625,10.79,10.61625,11.031875,11.083125,10.843125,9.855625,10.67625,10.91625,10.31125,10.12125,10.935,10.654375,10.3925,10.17375,
2024-11-28,12.785,12.105625,12.804375,12.087812,12.533125,12.447187,11.958125,11.938125,12.321875,12.2975,12.42375,12.446875,11.955,11.8175,12.404375,12.13625,12.01625,11.868125,11.3475,11.910625,11.315,11.37,11.2575,11.244375,11.605625,11.115,11.323125,11.170625,10.18375,10.88,11.23875,11.014375,10.526875,10.82625,10.71125,11.170625,11.17625,10.906875,9.95875,10.655,10.985,10.394375,10.1725,10.989375,10.706875,10.499375,10.28,
2024-11-29,12.77375,12.194375,12.830312,12.175625,12.64125,12.51,11.970625,12.011875,12.369375,12.309375,12.530625,12.548125,12.044375,11.849375,12.4875,12.184375,12.05875,11.93625,11.4775,11.98875,11.38125,11.429375,11.3225,11.323125,11.669375,11.20875,11.35,11.145625,10.2175,10.931875,11.33,11.035625,10.661875,10.8575,10.850625,11.3175,11.29375,10.994375,10.09875,10.7475,11.044375,10.53125,10.248125,11.0225,10.741875,10.555625,10.33875,
2024-11-30,12.820625,12.283125,12.85625,12.27375,12.749375,12.626875,12.05,12.085625,12.493437,12.40375,12.5625,12.576875,12.156875,11.85625,12.529375,12.16375,12.138125,12.08375,11.595625,12.076875,11.39875,11.538125,11.41875,11.424375,11.655625,11.21625,11.435625,11.105,10.298125,10.9275,11.4225,11.10875,10.706875,10.949375,10.9325,11.445625,11.333125,10.983125,10.185,10.845625,11.070625,10.59875,10.425625,11.103125,10.7,10.645625,10.338125,
2024-12-01,12.8675,12.376562,12.87625,12.371875,12.83125,12.74375,12.129375,12.247187,12.6175,12.591875,12.6975,12.6325,12.251875,11.89375,12.66875,12.219375,12.305625,12.224375,11.7325,12.26875,11.51125,11.663125,11.619375,11.530625,11.771875,11.384375,11.674375,11.236875,10.468125,10.975625,11.574375,11.330625,10.82375,11.093125,11.12,11.540625,11.52,11.14,10.356875,11.05,11.136875,10.685,10.626875,11.246875,10.723125,10.826875,10.495625,
2024-12-02,12.916875,12.47,12.89625,12.497187,12.913125,12.758125,12.191562,12.40875,12.651875,12.623125,12.7225,12.7,12.264375,12.000625,12.769375,12.2775,12.2875,12.2975,11.71,12.32,11.593125,11.69125,11.82,11.55125,11.795625,11.47625,11.7975,11.314375,10.576875,11.01875,11.6,11.46,10.874375,11.190625,11.175,11.669375,11.53875,11.245,10.489375,11.14625,11.21125,10.7725,10.66,11.30875,10.748125,10.9875,10.57875,
2024-12-03,12.96625,12.575625,13.05125,12.6225,12.932188,12.7725,12.25375,12.413438,12.68625,,12.758125,12.80375,12.34875,12.091875,12.829375,12.34,12.348125,12.375,11.741875,12.33875,11.67375,11.803125,11.850625,11.641875,11.806875,11.586875,11.89,11.3575,10.77875,11.15125,11.65,11.565625,10.994375,11.2975,11.30375,11.744375,11.674375,11.315625,10.571875,11.1875,11.284375,10.881875,10.686875,11.330625,10.925625,11.109375,10.68375,
2024-12-04,13.007187,12.68125,13.20625,12.743125,12.95125,12.89375,12.405938,12.418125,12.756562,,12.838125,12.874375,12.55,12.20375,12.9525,12.429375,12.46,12.408125,11.94,12.46375,11.8175,11.93,11.899375,11.67,11.870625,11.734375,11.966875,11.385,11.01625,11.204375,11.714375,11.66,11.029375,11.316875,11.389375,11.8225,11.71125,11.290625,10.581875,11.264375,11.2725,10.99875,10.724375,11.391875,11.0625,11.12375,10.73375,
2024-12-05,13.048125,12.808438,13.292812,12.86375,13.005,13.015,12.558125,12.500625,12.826875,,12.93125,12.923125,12.624375,12.30125,13.011875,12.5825,12.518125,12.43375,12.1475,12.525625,11.94,12.060625,11.94625,11.7025,11.89,11.71625,12.019375,11.471875,11.228125,11.32375,11.854375,11.701875,11.19375,11.513125,11.524375,11.81625,11.716875,11.325625,10.621875,11.278125,11.3,11.10125,10.849375,11.3775,11.095625,11.24125,10.87125,
2024-12-06,13.167812,12.935625,13.379375,12.909688,13.05875,13.073437,12.660312,12.583125,12.874688,,13.085625,12.996875,12.578125,12.285625,13.11625,12.72625,12.57,12.420625,12.20125,12.54,12.039375,12.2125,12.06125,11.795625,11.913125,11.888125,12.066875,11.5825,11.35125,11.446875,11.965625,11.578125,11.31125,11.658125,11.615625,11.7575,11.85375,11.420625,10.669375,11.273125,11.360625,11.264375,11.058125,11.4525,11.27875,11.223125,11.001875,
2024-12-07,13.2875,13.03875,13.42875,12.955625,13.182188,13.131875,12.7625,12.639062,12.9225,,13.090625,13.058125,12.54,12.339375,13.154375,12.825,12.660625,12.38375,12.25875,12.58625,12.155625,12.21,12.101875,11.81375,11.9775,12.024375,12.108125,11.714375,11.450625,11.441875,12.129375,11.60375,11.33,11.689375,11.70375,11.829375,11.890625,11.48875,10.7375,11.350625,11.42375,11.450625,11.1325,11.5825,11.51875,11.206875,11.008125,
